Timestamp,Temp_Outdoor,Temp_Exhaust_Air,Temp_Vented_Air,Temp_Indoor,Temp_HW_Top,Power_Compressor_kW,Compressor_Hz,Defrosting_Time_s,Degree_Minutes,L1_Current_A,L2_Current_A,L3_Current_A,Air_Flow_m3h,Radiator_Supply_T,Radiator_Return_T,Floor_Supply_T,Floor_Return_T,Power_Heater_kW,Electricity_Price_SEK_kWh,Power_Compressor_W,Total_Power_W,Air_Thermal_Gain,Harvested_Heat_W,Cost_Per_Minute_SEK
2026-02-03 03:46:00+00:00,,,,,,,,,,,,,,,,,,,0.98456,,0.0,,,0.0
2026-02-03 04:01:00+00:00,,,,,,,,,,,,,,,,,,,0.97556,,0.0,,,0.0
2026-02-03 04:16:00+00:00,,,,,,,,,,,,,,,,,,,0.99503,,0.0,,,0.0
2026-02-03 04:31:00+00:00,,,,,,,,,,,,,,,,,,,1.04636,,0.0,,,0.0
2026-02-03 04:46:00+00:00,,,,,,,,,,,,,,,,,,,1.11494,,0.0,,,0.0
2026-02-03 05:01:00+00:00,,,,,,,,,,,,,,,,,,,1.0942,,0.0,,,0.0
2026-02-03 05:16:00+00:00,,,,,,,,,,,,,,,,,,,1.16003,,0.0,,,0.0
2026-02-03 05:31:00+00:00,,,,,,,,,,,,,,,,,,,1.21739,,0.0,,,0.0
2026-02-03 05:46:00+00:00,,,,,,,,,,,,,,,,,,,1.27316,,0.0,,,0.0
2026-02-03 06:01:00+00:00,,,,,,,,,,,,,,,,,,,1.29327,,0.0,,,0.0
2026-02-03 06:16:00+00:00,,,,,,,,,,,,,,,,,,,1.36523,,0.0,,,0.0
2026-02-03 06:31:00+00:00,,,,,,,,,,,,,,,,,,,1.41879,,0.0,,,0.0
2026-02-03 06:46:00+00:00,,,,,,,,,,,,,,,,,,,1.46144,,0.0,,,0.0
2026-02-03 07:01:00+00:00,,,,,,,,,,,,,,,,,,,2.11611,,0.0,,,0.0
2026-02-03 07:16:00+00:00,,,,,,,,,,,,,,,,,,,2.11654,,0.0,,,0.0
2026-02-03 07:31:00+00:00,,,,,,,,,,,,,,,,,,,2.04457,,0.0,,,0.0
2026-02-03 07:46:00+00:00,,,,,,,,,,,,,,,,,,,1.99028,,0.0,,,0.0
2026-02-03 08:01:00+00:00,,,,,,,,,,,,,,,,,,,1.72051,,0.0,,,0.0
2026-02-03 08:16:00+00:00,,,,,,,,,,,,,,,,,,,1.58632,,0.0,,,0.0
2026-02-03 08:31:00+00:00,,,,,,,,,,,,,,,,,,,1.50313,,0.0,,,0.0
2026-02-03 08:46:00+00:00,,,,,,,,,,,,,,,,,,,1.44715,,0.0,,,0.0
2026-02-03 09:01:00+00:00,,,,,,,,,,,,,,,,,,,1.36015,,0.0,,,0.0
2026-02-03 09:16:00+00:00,,,,,,,,,,,,,,,,,,,1.31645,,0.0,,,0.0
2026-02-03 09:31:00+00:00,,,,,,,,,,,,,,,,,,,1.28131,,0.0,,,0.0
2026-02-03 09:46:00+00:00,,,,,,,,,,,,,,,,,,,1.21241,,0.0,,,0.0
2026-02-03 10:01:00+00:00,,,,,,,,,,,,,,,,,,,1.28025,,0.0,,,0.0
2026-02-03 10:16:00+00:00,,,,,,,,,,,,,,,,,,,1.21262,,0.0,,,0.0
2026-02-03 10:31:00+00:00,,,,,,,,,,,,,,,,,,,1.1923,,0.0,,,0.0
